,count,state,lat,long,date,urban
0,1,US-AL,32.559261199999995,-86.4576441,2018-02-21,0
1,2,US-AL,32.613463,-86.544256,2018-02-04,0
2,1,US-AL,32.483969,-86.457383,2018-02-14,0
3,2,US-AL,32.483126,-86.459696,2018-02-08,0
4,2,US-AL,32.484124,-86.457491,2018-02-09,0
5,22,US-AL,32.3261184,-86.78718570000001,2018-02-09,0
6,5,US-AL,32.399432,-86.61003000000001,2018-02-15,0
7,1,US-AL,32.483988000000004,-86.457376,2018-02-06,0
8,17,US-AL,32.479307,-86.45861500000001,2018-02-12,0
9,1,US-AL,32.559261199999995,-86.4576441,2018-03-09,0
10,8,US-AL,32.3989506,-86.77989009999999,2018-03-03,0
11,1,US-AL,32.559261199999995,-86.4576441,2018-03-23,0
12,2,US-AL,32.398875,-86.792006,2018-03-03,0
13,2,US-AL,32.559261199999995,-86.4576441,2018-04-14,0
14,1,US-AL,32.581562899999994,-86.4642135,2018-04-07,0
15,1,US-AL,32.559261199999995,-86.4576441,2018-04-13,0
16,2,US-AL,32.363958000000004,-86.525231,2018-04-09,0
17,1,US-AL,30.241833500000002,-87.7371839,2018-02-18,1
18,1,US-AL,30.652041399999998,-87.9154408,2018-02-17,1
19,3,US-AL,30.427097600000003,-87.8431875,2018-02-04,0
20,1,US-AL,30.2643909,-87.6417041,2018-02-19,0
21,5,US-AL,30.577604600000004,-87.4219787,2018-02-10,0
22,2,US-AL,30.427097600000003,-87.8431875,2018-02-10,0
23,1,US-AL,30.2522418,-87.688475,2018-02-16,1
24,8,US-AL,30.2319665,-88.01550329999999,2018-02-16,0
25,2,US-AL,30.2319665,-88.01550329999999,2018-02-01,0
26,1,US-AL,30.229444899999997,-88.01804320000001,2018-02-22,0
27,8,US-AL,30.229444899999997,-88.01804320000001,2018-02-19,0
28,2,US-AL,30.665513800000003,-87.93241379999999,2018-02-06,0
29,1,US-AL,30.2643909,-87.6417041,2018-02-19,0
30,18,US-AL,30.577604600000004,-87.4219787,2018-02-19,0
31,61,US-AL,30.6248037,-87.9112803,2018-02-06,0
32,40,US-AL,30.450363399999997,-87.7423322,2018-02-04,0
33,1,US-AL,30.351966600000004,-87.7847625,2018-02-19,0
34,6,US-AL,30.4114017,-87.6940513,2018-02-14,0
35,3,US-AL,30.4114017,-87.6940513,2018-02-25,0
36,45,US-AL,30.3259402,-87.68411640000001,2018-02-07,0
37,3,US-AL,30.6035202,-87.9098186,2018-02-08,0
38,1,US-AL,30.635051,-87.913397,2018-02-13,1
39,1,US-AL,30.2360526,-87.8253571,2018-02-18,0
40,1,US-AL,30.603606,-87.908604,2018-02-17,0
41,1,US-AL,30.4114017,-87.6940513,2018-02-01,0
42,1,US-AL,30.4114017,-87.6940513,2018-02-07,0
43,1,US-AL,30.4114017,-87.6940513,2018-02-27,0
44,1,US-AL,30.275375899999997,-87.605195,2018-02-28,0
45,1,US-AL,30.9577381,-87.8719997,2018-02-27,0
46,5,US-AL,30.675021,-87.93104090000001,2018-02-07,0
47,1,US-AL,30.635051,-87.913397,2018-02-17,1
48,1,US-AL,30.635051,-87.913397,2018-02-05,1
49,2,US-AL,30.606151699999998,-87.9126513,2018-02-05,0
50,2,US-AL,30.2319665,-88.01550329999999,2018-02-01,0
51,5,US-AL,30.685775699999997,-87.8099957,2018-02-09,0
52,1,US-AL,30.229444899999997,-88.01804320000001,2018-02-20,0
53,1,US-AL,30.5219641,-87.8811407,2018-02-03,0
54,1,US-AL,30.4114017,-87.6940513,2018-02-17,0
55,1,US-AL,30.4114017,-87.6940513,2018-02-22,0
56,1,US-AL,30.4114017,-87.6940513,2018-02-24,0
57,2,US-AL,30.4114017,-87.6940513,2018-02-23,0
58,4,US-AL,30.577604600000004,-87.4219787,2018-02-19,0
59,2,US-AL,30.635051,-87.913397,2018-02-18,1
60,235,US-AL,30.487118199999998,-87.89872159999999,2018-02-01,0
61,10,US-AL,30.450363399999997,-87.7423322,2018-02-05,0
62,2,US-AL,30.2319665,-88.01550329999999,2018-02-01,0
63,1,US-AL,30.2325597,-87.9130268,2018-02-04,0
64,1,US-AL,30.2325597,-87.9130268,2018-02-02,0
65,1,US-AL,30.4114017,-87.6940513,2018-02-05,0
66,1,US-AL,30.4114017,-87.6940513,2018-02-04,0
67,50,US-AL,30.488775,-87.742947,2018-02-04,0
68,50,US-AL,30.488775,-87.742947,2018-02-04,0
69,2,US-AL,30.236014299999997,-87.8240854,2018-02-03,0
70,5,US-AL,30.5539195,-87.89414670000001,2018-02-07,0
71,1,US-AL,30.675021,-87.93104090000001,2018-02-19,0
72,1,US-AL,30.857765999999998,-87.717182,2018-02-18,0
73,2,US-AL,30.427097600000003,-87.8431875,2018-02-14,0
74,12,US-AL,30.229444899999997,-88.01804320000001,2018-02-19,0
75,1,US-AL,30.4114017,-87.6940513,2018-02-12,0
76,1,US-AL,30.4114017,-87.6940513,2018-02-06,0
77,1,US-AL,30.4114017,-87.6940513,2018-02-19,0
78,1,US-AL,30.4114017,-87.6940513,2018-02-09,0
79,1,US-AL,30.4114017,-87.6940513,2018-02-20,0
80,1,US-AL,30.4114017,-87.6940513,2018-02-03,0
81,1,US-AL,30.4114017,-87.6940513,2018-02-08,0
82,1,US-AL,30.5226157,-87.8750065,2018-02-27,0
83,1,US-AL,30.2643909,-87.6417041,2018-02-19,0
84,1,US-AL,30.675021,-87.93104090000001,2018-02-03,0
85,30,US-AL,30.3091348,-87.6700392,2018-02-19,0
86,5,US-AL,30.672232399999995,-87.87574140000001,2018-02-09,0
87,2,US-AL,30.606151699999998,-87.9126513,2018-02-05,0
88,8,US-AL,30.6106033,-87.909699,2018-02-03,0
89,1,US-AL,30.665513800000003,-87.93241379999999,2018-02-19,0
90,150,US-AL,30.6178178,-87.8588676,2018-02-07,0
91,27,US-AL,30.8117522,-87.8694426,2018-02-02,0
92,3,US-AL,30.4114674,-87.6939673,2018-02-17,0
93,3,US-AL,30.6106033,-87.909699,2018-02-06,0
94,2,US-AL,30.6106033,-87.909699,2018-02-03,0
95,2,US-AL,30.606151699999998,-87.9126513,2018-02-05,0
96,2,US-AL,30.4197299,-87.6892696,2018-02-01,1
97,1,US-AL,30.246140000000004,-87.82788000000001,2018-02-03,0
98,9,US-AL,30.567208,-87.851862,2018-02-17,0
99,1,US-AL,30.628237300000002,-87.91957140000001,2018-02-06,0
100,3,US-AL,30.4114674,-87.6939673,2018-02-17,0
101,3,US-AL,30.4114674,-87.6939673,2018-02-17,0
102,1,US-AL,30.2397689,-87.8200494,2018-03-14,0
103,1,US-AL,30.5189234,-87.8646988,2018-03-11,0
104,13,US-AL,30.3847588,-87.7552209,2018-03-05,0
105,3,US-AL,30.524749,-87.911792,2018-03-19,0
106,2,US-AL,30.6125415,-87.9047012,2018-03-10,1
107,1,US-AL,30.4114017,-87.6940513,2018-03-09,0
108,1,US-AL,30.4114017,-87.6940513,2018-03-15,0
109,2,US-AL,30.412249,-87.693881,2018-03-12,0
110,2,US-AL,30.229444899999997,-88.01804320000001,2018-03-06,0
111,2,US-AL,30.577604600000004,-87.4219787,2018-03-10,0
112,2,US-AL,30.276260999999998,-87.68881800000001,2018-03-03,1
113,5,US-AL,30.732001699999998,-87.9032807,2018-03-08,0
114,5,US-AL,30.732001699999998,-87.9032807,2018-03-08,0
115,2,US-AL,30.732001699999998,-87.9032807,2018-03-31,0
116,1,US-AL,30.662805,-87.93309,2018-03-15,0
117,1,US-AL,30.4114017,-87.6940513,2018-03-16,0
118,1,US-AL,30.4114017,-87.6940513,2018-03-05,0
119,1,US-AL,30.5226157,-87.8750065,2018-03-02,0
120,1,US-AL,30.229444899999997,-88.01804320000001,2018-03-19,0
121,1,US-AL,30.4114017,-87.6940513,2018-03-01,0
122,1,US-AL,30.4114017,-87.6940513,2018-03-02,0
123,21,US-AL,30.541978000000004,-87.707881,2018-03-11,0
124,1,US-AL,30.732001699999998,-87.9032807,2018-03-13,0
125,1,US-AL,30.732001699999998,-87.9032807,2018-03-04,0
126,2,US-AL,30.229444899999997,-88.01804320000001,2018-03-06,0
127,2,US-AL,30.665513800000003,-87.93241379999999,2018-03-13,0
128,1,US-AL,30.628237300000002,-87.91957140000001,2018-03-14,0
129,13,US-AL,30.3847588,-87.7552209,2018-03-05,0
130,1,US-AL,30.265596999999996,-87.63751500000001,2018-03-16,0
131,1,US-AL,30.665513800000003,-87.93241379999999,2018-04-20,0
132,1,US-AL,30.360809999999997,-87.624775,2018-04-03,0
133,1,US-AL,30.665513800000003,-87.93241379999999,2018-04-20,0
134,2,US-AL,30.244499199999996,-87.78698390000001,2018-04-06,0
135,1,US-AL,30.2305575,-88.0154228,2018-04-10,0
136,2,US-AL,30.665513800000003,-87.93241379999999,2018-04-14,0
137,1,US-AL,30.665513800000003,-87.93241379999999,2018-04-02,0
138,1,US-AL,30.664573999999998,-87.932537,2018-04-27,0
139,1,US-AL,32.048644,-85.115998,2018-02-09,0
140,4,US-AL,31.995046999999996,-85.0757647,2018-02-02,0
141,1,US-AL,31.915526,-85.12433399999999,2018-02-17,0
142,1,US-AL,31.9848464,-85.10888990000001,2018-02-17,0
143,2,US-AL,31.9848464,-85.10888990000001,2018-02-02,0
144,2,US-AL,31.965079,-85.11667,2018-02-02,0
145,2,US-AL,31.916570500000002,-85.1446974,2018-02-02,0
146,1,US-AL,31.9848464,-85.10888990000001,2018-02-18,0
147,2,US-AL,31.9848464,-85.10888990000001,2018-02-02,0
148,2,US-AL,31.965079,-85.11667,2018-02-02,0
149,18,US-AL,31.861189000000003,-85.140683,2018-02-28,0
150,30,US-AL,31.861189000000003,-85.140683,2018-02-04,0
151,2,US-AL,31.916570500000002,-85.1446974,2018-02-02,0
152,2,US-AL,31.916570500000002,-85.1446974,2018-02-02,0
153,1,US-AL,31.9848464,-85.10888990000001,2018-02-17,0
154,2,US-AL,31.9848464,-85.10888990000001,2018-02-02,0
155,2,US-AL,31.965079,-85.11667,2018-02-02,0
156,2,US-AL,31.995046999999996,-85.0757647,2018-02-13,0
157,2,US-AL,31.995046999999996,-85.0757647,2018-02-13,0
158,25,US-AL,31.995046999999996,-85.0757647,2018-02-10,0
159,4,US-AL,31.995046999999996,-85.0757647,2018-02-02,0
160,5,US-AL,31.861189000000003,-85.140683,2018-02-08,0
161,3,US-AL,31.8948846,-85.139612,2018-02-10,1
162,45,US-AL,31.8948846,-85.139612,2018-02-04,1
163,4,US-AL,31.995046999999996,-85.0757647,2018-02-02,0
164,1,US-AL,31.8948846,-85.139612,2018-02-25,1
165,1,US-AL,31.915526,-85.12433399999999,2018-02-17,0
166,20,US-AL,31.991052500000002,-85.1009184,2018-03-11,0
167,5,US-AL,31.861189000000003,-85.140683,2018-03-05,0
168,15,US-AL,31.861189000000003,-85.140683,2018-03-27,0
169,60,US-AL,31.861189000000003,-85.140683,2018-03-11,0
170,1,US-AL,31.8948846,-85.139612,2018-03-17,1
171,8,US-AL,31.9830637,-85.1039421,2018-03-14,0
172,35,US-AL,31.861189000000003,-85.140683,2018-03-15,0
173,1,US-AL,31.823946000000003,-85.162816,2018-04-06,0
174,2,US-AL,32.890307,-86.985632,2018-02-12,0
175,2,US-AL,32.890307,-86.985632,2018-02-12,0
176,2,US-AL,32.9932945,-87.3045053,2018-02-17,0
177,2,US-AL,32.9070821,-87.3937941,2018-03-04,0
178,2,US-AL,33.0615201,-87.0326453,2018-04-02,0
179,2,US-AL,33.087894,-87.050522,2018-04-02,0
180,1,US-AL,32.042932,-85.47160509999999,2018-02-14,0
181,3,US-AL,32.042932,-85.47160509999999,2018-02-10,0
182,1,US-AL,32.042932,-85.47160509999999,2018-02-18,0
183,1,US-AL,32.042932,-85.47160509999999,2018-02-17,0
184,1,US-AL,32.042932,-85.47160509999999,2018-02-18,0
185,1,US-AL,32.042932,-85.47160509999999,2018-02-18,0
186,6,US-AL,32.042932,-85.47160509999999,2018-02-18,0
187,1,US-AL,32.033764500000004,-85.5379972,2018-02-11,0
188,1,US-AL,32.042932,-85.47160509999999,2018-02-18,0
189,1,US-AL,32.042932,-85.47160509999999,2018-02-18,0
190,2,US-AL,32.143412,-85.714334,2018-02-06,1
191,3,US-AL,32.042932,-85.47160509999999,2018-03-16,0
192,2,US-AL,32.042932,-85.47160509999999,2018-03-28,0
193,1,US-AL,32.042932,-85.47160509999999,2018-04-07,0
194,5,US-AL,31.855946999999997,-86.634159,2018-03-24,1
195,12,US-AL,31.8598447,-86.6324329,2018-03-23,0
196,3,US-AL,31.8598447,-86.6324329,2018-03-05,0
197,11,US-AL,32.7341739,-85.5369249,2018-02-18,0
198,3,US-AL,32.7341739,-85.5369249,2018-02-03,0
199,3,US-AL,32.932216100000005,-85.1984543,2018-02-28,0
200,3,US-AL,32.7341739,-85.5369249,2018-02-25,0
201,12,US-AL,32.888588,-85.36249000000001,2018-02-05,0
202,33,US-AL,32.7341739,-85.5369249,2018-02-11,0
203,8,US-AL,32.7341739,-85.5369249,2018-02-14,0
204,4,US-AL,32.7341739,-85.5369249,2018-02-04,0
205,1,US-AL,32.7341739,-85.5369249,2018-03-11,0
206,54,US-AL,32.7341739,-85.5369249,2018-03-20,0
207,2,US-AL,33.0969484,-85.5231244,2018-03-03,0
208,1,US-AL,32.7341739,-85.5369249,2018-03-11,0
209,5,US-AL,32.7341739,-85.5369249,2018-03-25,0
210,5,US-AL,32.7341739,-85.5369249,2018-03-25,0
211,1,US-AL,32.936167,-85.20244,2018-04-10,0
212,3,US-AL,32.752429,-85.303712,2018-04-23,0
213,2,US-AL,32.7922157,-85.3039564,2018-04-19,0
214,4,US-AL,32.752429,-85.303712,2018-04-23,0
215,4,US-AL,32.807755,-86.923629,2018-02-12,0
216,2,US-AL,32.8837194,-86.67987679999999,2018-02-19,0
217,4,US-AL,32.906366999999996,-86.637547,2018-02-22,0
218,10,US-AL,32.77803,-86.886948,2018-02-12,0
219,4,US-AL,32.807755,-86.923629,2018-02-12,0
220,10,US-AL,32.77803,-86.886948,2018-02-12,0
221,35,US-AL,33.0198506,-86.7310497,2018-02-17,0
222,5,US-AL,32.907149,-86.638587,2018-03-24,0
223,6,US-AL,32.906502,-86.63823599999999,2018-04-22,0
224,3,US-AL,32.8837194,-86.67987679999999,2018-04-29,0
225,1,US-AL,32.8435019,-86.59525699999999,2018-04-23,0
226,6,US-AL,32.906502,-86.63823599999999,2018-04-22,0
227,1,US-AL,31.9342452,-88.37436679999999,2018-02-03,0
228,2,US-AL,32.033819,-88.2923985,2018-02-03,0
229,1,US-AL,31.7511604,-88.1438255,2018-02-03,0
230,5,US-AL,31.7517078,-88.1305647,2018-02-03,0
231,2,US-AL,32.2225678,-88.0512571,2018-02-24,0
232,3,US-AL,32.174886,-88.0156803,2018-02-24,0
233,12,US-AL,32.243332300000006,-88.196075,2018-02-24,0
234,2,US-AL,31.582575300000002,-87.8813982,2018-03-06,0
235,25,US-AL,31.936546999999997,-87.73917900000001,2018-04-13,1
236,1,US-AL,33.4901935,-85.8119774,2018-02-14,0
237,6,US-AL,33.4901935,-85.8119774,2018-02-15,0
238,1,US-AL,33.4901935,-85.8119774,2018-04-29,0
239,1,US-AL,33.4737641,-85.8219552,2018-04-06,0
240,5,US-AL,31.332302000000002,-85.854192,2018-02-03,1
241,200,US-AL,31.332302000000002,-85.854192,2018-02-04,1
242,25,US-AL,31.4189951,-85.8670807,2018-02-03,0
243,1,US-AL,31.346109000000002,-85.821713,2018-02-17,0
244,7,US-AL,31.346109000000002,-85.821713,2018-02-12,0
245,4,US-AL,31.348406,-85.8678627,2018-03-17,0
246,1,US-AL,31.208259,-86.16664,2018-04-22,0
247,8,US-AL,31.427619500000002,-86.9267651,2018-03-07,0
248,3,US-AL,32.862379100000005,-86.3396192,2018-02-09,0
249,3,US-AL,32.862379100000005,-86.3396192,2018-02-09,0
250,2,US-AL,32.8883807,-86.2276125,2018-03-06,0
251,20,US-AL,31.1849028,-86.63063050000001,2018-02-01,0
252,3,US-AL,31.360490000000002,-86.49242159999999,2018-02-14,0
253,2,US-AL,31.248984000000004,-86.4204311,2018-03-15,0
254,2,US-AL,31.2846392,-86.35429859999999,2018-03-16,0
255,1,US-AL,31.196870899999997,-86.59539699999999,2018-03-14,0
256,4,US-AL,31.4555195,-86.40788909999999,2018-03-04,1
257,5,US-AL,31.386335499999998,-85.6670335,2018-02-20,0
258,1,US-AL,31.386335499999998,-85.6670335,2018-02-03,0
259,3,US-AL,31.386335499999998,-85.6670335,2018-03-03,0
260,1,US-AL,31.199229700000004,-85.7649442,2018-03-14,0
261,2,US-AL,31.386335499999998,-85.6670335,2018-03-04,0
262,10,US-AL,31.4729404,-85.673854,2018-03-15,1
263,10,US-AL,31.4729404,-85.673854,2018-03-15,1
264,1,US-AL,31.365423999999997,-85.563397,2018-03-30,0
265,29,US-AL,32.46154310000001,-87.39194870000001,2018-02-11,0
266,10,US-AL,32.4318462,-86.4006316,2018-02-13,0
267,36,US-AL,32.4318462,-86.4006316,2018-02-15,0
268,2,US-AL,32.435117,-86.318512,2018-02-07,1
269,3,US-AL,32.505708,-86.25279300000001,2018-02-18,0
270,7,US-AL,32.5075974,-86.2516304,2018-02-05,0
271,2,US-AL,32.4318462,-86.4006316,2018-04-08,0
272,2,US-AL,31.007831699999997,-87.102775,2018-02-14,0
273,6,US-AL,31.002778000000003,-87.090278,2018-02-14,0
274,11,US-AL,31.002778000000003,-87.090278,2018-02-13,0
275,60,US-AL,31.103769899999996,-87.48355809999998,2018-02-14,0
276,7,US-AL,31.0843065,-87.0906136,2018-02-14,0
277,2,US-AL,31.020139,-87.5403696,2018-03-21,0
278,2,US-AL,31.1279789,-87.37229350000001,2018-03-01,0
279,2,US-AL,31.020139,-87.5403696,2018-03-21,0
280,1,US-AL,31.1253338,-85.7279599,2018-02-10,0
281,2,US-AL,31.1253338,-85.7279599,2018-02-24,0
282,20,US-AL,31.1253338,-85.7279599,2018-02-25,0
283,3,US-AL,31.1253338,-85.7279599,2018-02-17,0
284,200,US-AL,31.148622399999997,-85.74425699999999,2018-02-10,0
285,8,US-AL,32.7868535,-88.0460644,2018-02-14,0
286,7,US-AL,32.844994,-87.951332,2018-03-02,0
287,10,US-AL,32.6378571,-87.6886654,2018-02-14,0
288,1,US-AL,32.5608482,-87.6460934,2018-02-18,0
289,11,US-AL,32.592744399999994,-87.6463508,2018-02-18,0
290,4,US-AL,32.624557,-87.759819,2018-02-18,0
291,47,US-AL,32.61245,-87.68665,2018-02-18,0
292,4,US-AL,32.585801399999994,-87.7445063,2018-02-18,0
293,1,US-AL,32.60438619999999,-87.5607777,2018-02-18,0
294,2,US-AL,33.004884600000004,-87.6315558,2018-03-12,0
295,2,US-AL,32.57378,-87.60528000000001,2018-03-02,0
296,2,US-AL,32.57378,-87.60528000000001,2018-03-02,0
297,1,US-AL,32.8902907,-87.4424171,2018-04-15,0
298,1,US-AL,31.6183048,-85.06439209999999,2018-02-02,0
299,6,US-AL,31.611971,-85.06253000000001,2018-02-17,0
300,1,US-AL,31.6183048,-85.06439209999999,2018-02-02,0
301,8,US-AL,31.1888266,-85.241259,2018-02-12,0
302,15,US-AL,31.1888266,-85.241259,2018-02-18,0
303,2,US-AL,31.1888266,-85.241259,2018-02-09,0
304,1,US-AL,31.188931099999998,-85.24123279999999,2018-02-25,0
305,150,US-AL,31.17693,-85.237615,2018-02-04,1
306,120,US-AL,31.188913800000005,-85.2413052,2018-02-02,0
307,5,US-AL,31.188931099999998,-85.24123279999999,2018-02-18,0
308,120,US-AL,31.188913800000005,-85.2413052,2018-02-02,0
309,3,US-AL,31.005791600000002,-85.03163459999999,2018-02-08,0
310,1,US-AL,31.190446500000004,-85.2336717,2018-02-25,0
311,3,US-AL,31.1888266,-85.241259,2018-02-21,0
312,2,US-AL,31.1888266,-85.241259,2018-02-11,0
313,5,US-AL,31.005791600000002,-85.03163459999999,2018-02-08,0
314,8,US-AL,31.188931099999998,-85.24123279999999,2018-02-04,0
315,1,US-AL,31.1888266,-85.241259,2018-02-24,0
316,2,US-AL,31.1888266,-85.241259,2018-02-23,0
317,24,US-AL,31.1888266,-85.241259,2018-02-15,0
318,10,US-AL,31.188931099999998,-85.24123279999999,2018-02-15,0
319,1,US-AL,31.1888266,-85.241259,2018-02-20,0
320,1,US-AL,31.1888266,-85.241259,2018-02-25,0
321,1,US-AL,31.005791600000002,-85.03163459999999,2018-02-16,0
322,1,US-AL,31.188959000000004,-85.24119,2018-02-23,0
323,2,US-AL,31.188931099999998,-85.24123279999999,2018-02-23,0
324,25,US-AL,31.1888266,-85.241259,2018-02-14,0
325,30,US-AL,31.1888266,-85.241259,2018-02-10,0
326,4,US-AL,31.188647999999997,-85.241114,2018-02-04,0
327,4,US-AL,31.188931099999998,-85.24123279999999,2018-02-21,0
328,1,US-AL,31.1888266,-85.241259,2018-02-07,0
329,18,US-AL,31.1888266,-85.241259,2018-02-05,0
330,1,US-AL,31.1888266,-85.241259,2018-02-02,0
331,21,US-AL,31.1888266,-85.241259,2018-02-17,0
332,33,US-AL,31.1888266,-85.241259,2018-02-04,0
333,33,US-AL,31.1888266,-85.241259,2018-02-01,0
334,120,US-AL,31.188913800000005,-85.2413052,2018-02-02,0
335,1,US-AL,31.188931099999998,-85.24123279999999,2018-03-18,0
336,2,US-AL,31.1888266,-85.241259,2018-03-13,0
337,2,US-AL,31.1908271,-85.4015779,2018-03-24,1
338,1,US-AL,31.1888266,-85.241259,2018-03-17,0
339,6,US-AL,31.1888266,-85.241259,2018-03-05,0
340,2,US-AL,31.233463099999998,-85.43784140000001,2018-03-24,1
341,1,US-AL,31.1888266,-85.241259,2018-03-02,0
342,1,US-AL,31.1888266,-85.241259,2018-03-01,0
343,8,US-AL,31.0894961,-85.4057007,2018-03-17,0
344,1,US-AL,31.1888266,-85.241259,2018-03-18,0
345,5,US-AL,31.1888266,-85.241259,2018-03-06,0
346,1,US-AL,31.1888266,-85.241259,2018-04-04,0
347,1,US-AL,31.1888266,-85.241259,2018-04-01,0
348,4,US-AL,33.372971899999996,-86.9883728,2018-02-13,1
349,3,US-AL,33.372971899999996,-86.9883728,2018-02-05,1
350,2,US-AL,33.433378000000005,-86.777681,2018-02-03,0
351,1,US-AL,33.4123947,-86.8098825,2018-02-18,1
352,2,US-AL,33.372971899999996,-86.9883728,2018-02-25,1
353,3,US-AL,33.4556172,-86.8050224,2018-02-24,1
354,1,US-AL,33.4511149,-86.9955571,2018-02-05,1
355,20,US-AL,33.433378000000005,-86.777681,2018-02-16,0
356,7,US-AL,33.372971899999996,-86.9883728,2018-02-24,1
357,1,US-AL,33.430196,-86.828762,2018-02-22,1
358,15,US-AL,33.3723698,-86.78351640000001,2018-02-14,1
359,2,US-AL,33.433378000000005,-86.777681,2018-02-09,0
360,4,US-AL,33.365823,-86.805103,2018-02-22,1
361,2,US-AL,33.433378000000005,-86.777681,2018-02-11,0
362,1,US-AL,33.451321,-86.99562900000001,2018-02-13,1
363,11,US-AL,33.4511149,-86.9955571,2018-02-10,1
364,1,US-AL,33.4511149,-86.9955571,2018-02-03,1
365,1,US-AL,33.3643037,-87.0046196,2018-02-24,1
366,1,US-AL,33.372971899999996,-86.9883728,2018-02-25,1
367,4,US-AL,33.372971899999996,-86.9883728,2018-02-24,1
368,1,US-AL,33.451321,-86.99562900000001,2018-02-09,1
369,8,US-AL,33.4511149,-86.9955571,2018-02-07,1
370,70,US-AL,33.481416499999995,-86.8036304,2018-02-10,1
371,3,US-AL,33.487707199999996,-86.7751877,2018-02-15,1
372,8,US-AL,33.4556172,-86.8050224,2018-02-08,1
373,1,US-AL,33.3874414,-86.81965109999999,2018-02-18,0
374,4,US-AL,33.4007065,-86.81369129999999,2018-02-06,1
375,11,US-AL,33.485988,-86.7790318,2018-02-17,1
376,7,US-AL,33.4556172,-86.8050224,2018-02-14,1
377,3,US-AL,33.451321,-86.99562900000001,2018-02-25,1
378,3,US-AL,33.430196,-86.828762,2018-02-20,1
379,5,US-AL,33.487707199999996,-86.7751877,2018-02-17,1
380,2,US-AL,33.487707199999996,-86.7751877,2018-02-27,1
381,1,US-AL,33.372971899999996,-86.9883728,2018-02-03,1
382,3,US-AL,33.372971899999996,-86.9883728,2018-02-26,1
383,1,US-AL,33.433378000000005,-86.777681,2018-02-18,0
384,6,US-AL,33.43691,-86.809816,2018-02-03,1
385,1,US-AL,33.46845,-86.792675,2018-02-24,1
386,50,US-AL,33.481416499999995,-86.8036304,2018-02-11,1
387,30,US-AL,33.4840731,-86.7281127,2018-02-18,0
388,1,US-AL,33.4556172,-86.8050224,2018-02-22,1
389,1,US-AL,33.433378000000005,-86.777681,2018-02-17,0
390,1,US-AL,33.4005993,-86.8924463,2018-02-05,1
391,2,US-AL,33.372971899999996,-86.9883728,2018-03-20,1
392,1,US-AL,33.372971899999996,-86.9883728,2018-03-30,1
393,3,US-AL,33.372971899999996,-86.9883728,2018-03-19,1
394,2,US-AL,33.330695299999995,-87.0138645,2018-03-25,0
395,1,US-AL,33.372971899999996,-86.9883728,2018-03-31,1
396,26,US-AL,33.451321,-86.99562900000001,2018-03-04,1
397,4,US-AL,33.4466965,-86.8323142,2018-03-10,1
398,5,US-AL,33.4840731,-86.7281127,2018-03-18,0
399,2,US-AL,33.481232,-86.803775,2018-03-14,1
400,1,US-AL,33.4556172,-86.8050224,2018-03-11,1
401,1,US-AL,33.365823,-86.805103,2018-03-13,1
402,5,US-AL,33.372971899999996,-86.9883728,2018-03-25,1
403,20,US-AL,33.445114399999994,-86.8626405,2018-03-16,1
404,3,US-AL,33.332834999999996,-86.898946,2018-03-29,0
405,1,US-AL,33.3892009,-86.8937968,2018-03-06,0
406,20,US-AL,33.3842984,-86.8397521,2018-03-18,1
407,4,US-AL,33.372971899999996,-86.9883728,2018-03-18,1
408,1,US-AL,33.372971899999996,-86.9883728,2018-03-17,1
409,15,US-AL,33.4617205,-86.78808790000001,2018-03-10,1
410,5,US-AL,33.3892009,-86.8937968,2018-03-14,0
411,3,US-AL,33.365823,-86.805103,2018-03-08,1
412,6,US-AL,33.4919115,-86.77645679999999,2018-03-18,1
413,2,US-AL,33.3892009,-86.8937968,2018-03-02,0
414,10,US-AL,33.3892009,-86.8937968,2018-03-08,0
415,2,US-AL,33.372971899999996,-86.9883728,2018-03-12,1
416,3,US-AL,33.393298,-86.83623,2018-03-15,1
417,1,US-AL,33.372971899999996,-86.9883728,2018-03-03,1
418,6,US-AL,33.46845,-86.792675,2018-03-10,1
419,3,US-AL,33.451321,-86.99562900000001,2018-03-02,1
420,2,US-AL,33.372971899999996,-86.9883728,2018-03-25,1
421,1,US-AL,33.476515,-86.762734,2018-03-26,1
422,1,US-AL,33.485855,-86.707264,2018-03-29,0
423,5,US-AL,33.4647248,-86.8069965,2018-03-28,1
424,1,US-AL,33.481232,-86.803775,2018-03-13,1
425,1,US-AL,33.481232,-86.803775,2018-03-13,1
426,2,US-AL,33.372971899999996,-86.9883728,2018-03-10,1
427,7,US-AL,33.451321,-86.99562900000001,2018-03-25,1
428,4,US-AL,33.479791999999996,-86.825193,2018-03-31,1
429,1,US-AL,33.4556172,-86.8050224,2018-03-21,1
430,3,US-AL,33.372971899999996,-86.9883728,2018-03-04,1
431,3,US-AL,33.372971899999996,-86.9883728,2018-03-10,1
432,1,US-AL,33.372971899999996,-86.9883728,2018-03-13,1
433,1,US-AL,33.372971899999996,-86.9883728,2018-03-17,1
434,11,US-AL,33.4466965,-86.8323142,2018-03-09,1
435,5,US-AL,33.487707199999996,-86.7751877,2018-03-24,1
436,2,US-AL,33.4840731,-86.7281127,2018-03-04,0
437,1,US-AL,33.372971899999996,-86.9883728,2018-03-11,1
438,5,US-AL,33.4667015,-86.7866723,2018-03-08,1
439,2,US-AL,33.467519,-86.641081,2018-03-06,0
440,6,US-AL,33.411460999999996,-86.814835,2018-03-20,1
